"id";"cust_type";"first_name";"last_name";"ssn";"gender";"dob";"pref_market";"pref_share"
2860;"Active";"Gordon";"Ordazzo";"123-99-7479";"M";;"Y";"Y"
2861;"Active";"Greco";"Roxane";"123-99-7479";"M";1950-08-25;"Y";"Y"
2862;"Active";"Bourassa";"Darron";"123-99-7479";"M";1993-02-27;"Y";"Y"
2863;"Active";"Ebinger";"Enda";"123-99-7479";"M";1986-12-27;"Y";"Y"
2864;"Active";"Caroline";"Deale";"123-99-7479";"F";1962-05-15;"Y";"Y"
2865;"Active";"Broderick";"Bradicich";"123-99-7479";"M";1981-03-11;"Y";"Y"
2866;"Prospect";"Azatyan";"Marshall";"123-99-7479";"M";1957-12-07;"Y";"Y"
2867;"Active";"Rosewell";"Alishia";"123-99-7479";"M";1957-10-08;"Y";"Y"
2868;"Active";"Vallangeon";"Lucy";"123-99-7479";"F";1945-07-18;"Y";"Y"
2869;"Active";"Gazdik";"Arlean";"123-99-7479";"M";;"Y";"Y"
2870;"Active";"Kayleigh";"Raque";"123-99-7479";"M";1959-02-28;"Y";"Y"
2871;"Active";"Mannine";"Parthenia";"123-99-7479";"M";1969-11-09;"Y";"Y"
2872;"Active";"Bobbi";"Benyard";"123-99-7479";"M";1991-06-18;"Y";"Y"
2873;"Active";"Prudent";"Talitha";"123-99-7479";"M";1948-04-26;"Y";"Y"
2874;"Active";"Sarafian";"Sang";"123-99-7479";"M";1942-01-31;"Y";"Y"
2875;"Active";"Elenor";"Dutka";"123-99-7479";"M";1984-12-22;"Y";"Y"
2876;"Active";"Ethel";"Mestrovich";"123-99-7479";"F";1964-09-14;"Y";"Y"
2877;"Active";"Sunday";"Pascual";"123-99-7479";"M";1976-06-05;"Y";"Y"
2878;"Active";"Lawanna";"Bruening";"123-99-7479";"M";1990-03-11;"Y";"Y"
2879;"Active";"Nancey";"Dininger";"123-99-7479";"M";1946-08-22;"Y";"Y"
2880;"Active";"Dancause";"Brunilda";"123-99-7479";"M";;"Y";"Y"
2881;"Closed";"Comden";"Yulanda";"123-99-7479";"M";1977-09-20;"Y";"Y"
2882;"Active";"Sipes";"Jean";"123-99-7479";"F";1976-10-01;"Y";"Y"
2883;"Closed";"Lemmons";"Jennie";"123-99-7479";"F";;"Y";"Y"
2884;"Active";"Boger";"Kellye";"123-99-7479";"M";;"Y";"Y"
2885;"Active";"Metevier";"Danuta";"123-99-7479";"M";1986-09-08;"Y";"Y"
2886;"Active";"Connell";"Lan";"123-99-7479";"M";1987-08-10;"Y";"Y"
2887;"Active";"Dotty";"Dimanche";"123-99-7479";"M";1975-01-08;"Y";"Y"
2888;"Active";"Struggs";"Pam";"123-99-7479";"M";1936-01-28;"Y";"Y"
2889;"Active";"Lierz";"Kanesha";"123-99-7479";"M";1949-10-27;"Y";"Y"
2890;"Active";"Xiomara";"Villamayor";"123-99-7479";"M";1981-09-07;"Y";"Y"
2891;"Active";"Markita";"Hazlewood";"123-99-7479";"M";;"Y";"Y"
2892;"Active";"Carol";"Beese";"123-99-7479";"F";;"Y";"Y"
2893;"Active";"Sidney";"Weldy";"123-99-7479";"M";;"Y";"Y"
2894;"Active";"Karole";"Cypress";"123-99-7479";"M";1957-02-02;"Y";"Y"
2895;"Active";"Sattler";"Katherine";"123-99-7479";"F";1979-12-22;"Y";"Y"
2896;"Active";"Louviere";"Sheldon";"123-99-7479";"M";1993-10-15;"Y";"Y"
2897;"Active";"Bowdich";"Doyle";"123-99-7479";"M";1973-09-05;"Y";"Y"
2898;"Active";"Zenobia";"Kosuta";"123-99-7479";"M";1986-01-14;"Y";"Y"
2899;"Active";"Swindoll";"Karol";"123-99-7479";"M";1970-10-19;"Y";"Y"
2900;"Active";"Harralson";"Sherise";"123-99-7479";"M";1955-08-22;"Y";"Y"
2901;"Active";"Bartmes";"Briana";"123-99-7479";"M";1950-02-24;"Y";"Y"
2902;"Active";"Wolk";"Zita";"123-99-7479";"M";1999-05-11;"Y";"Y"
2903;"Active";"Marg";"Crafford";"123-99-7479";"M";1952-09-29;"Y";"Y"
2904;"Active";"Rafter";"Shaquana";"123-99-7479";"M";1990-03-02;"Y";"Y"
2905;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1938-04-10;"Y";"Y"
2906;"Prospect";"Vada";"Arneson";"123-99-7479";"M";2000-02-13;"Y";"Y"
2907;"Active";"Moncher";"Kayla";"123-99-7479";"M";;"Y";"Y"
2908;"Active";"Campisi";"Daniella";"123-99-7479";"M";1943-04-27;"Y";"Y"
2909;"Active";"Pollman";"Rosia";"123-99-7479";"M";1966-06-24;"Y";"Y"
2910;"Closed";"Randal";"Nalty";"123-99-7479";"M";;"Y";"Y"
2911;"Active";"Rutherford";"Teresita";"123-99-7479";"M";;"Y";"Y"
2912;"Active";"Shaunda";"Fortier";"123-99-7479";"M";2005-02-07;"Y";"Y"
2913;"Active";"Freda";"Derosset";"123-99-7479";"M";1967-06-18;"Y";"Y"
2914;"Active";"Lorita";"Urbanik";"123-99-7479";"M";1974-12-07;"Y";"Y"
2915;"Active";"Marzullo";"Cassondra";"123-99-7479";"M";1967-03-15;"Y";"Y"
2916;"Active";"Mirtha";"Ammann";"123-99-7479";"M";1944-09-18;"Y";"Y"
2917;"Active";"Violette";"Valido";"123-99-7479";"M";1950-02-09;"Y";"Y"
2918;"Prospect";"Burnette";"Ardelia";"123-99-7479";"M";1956-09-03;"Y";"Y"
2919;"Closed";"Polland";"Nannette";"123-99-7479";"M";;"Y";"Y"
2920;"Active";"Harvick";"Charlott";"123-99-7479";"M";1962-12-17;"Y";"Y"
2921;"Active";"Loerzel";"Pok";"123-99-7479";"M";;"Y";"Y"
2922;"Prospect";"Nathanial";"Mosinski";"123-99-7479";"M";1990-09-11;"Y";"Y"
2923;"Active";"Ibach";"Nell";"123-99-7479";"M";1994-03-21;"Y";"Y"
2924;"Active";"Gaylord";"Rohrbacher";"123-99-7479";"M";1994-11-08;"Y";"Y"
2925;"Active";"Wormington";"Selena";"123-99-7479";"M";2002-03-14;"Y";"Y"
2926;"Prospect";"Kristofer";"Pipia";"123-99-7479";"M";1941-03-07;"Y";"Y"
2927;"Active";"Wittenmyer";"Kiara";"123-99-7479";"M";1934-10-04;"Y";"Y"
2928;"Active";"Marvis";"Sweeden";"123-99-7479";"M";1997-01-01;"Y";"Y"
2929;"Active";"Foraker";"Domenica";"123-99-7479";"M";1982-06-21;"Y";"Y"
2930;"Active";"Stephson";"Fredia";"123-99-7479";"M";1991-02-24;"Y";"Y"
2931;"Active";"Danille";"McGoon";"123-99-7479";"M";1965-10-21;"Y";"Y"
2932;"Active";"Carmina";"Fusca";"123-99-7479";"M";1954-05-09;"Y";"Y"
2933;"Active";"Pontbriand";"Bee";"123-99-7479";"M";1967-06-30;"Y";"Y"
2934;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1980-05-06;"Y";"Y"
2935;"Active";"Ehrhardt";"John";"123-99-7479";"M";;"Y";"Y"
2936;"Active";"Vanish";"Tracie";"123-99-7479";"M";1990-11-07;"Y";"Y"
2937;"Active";"Tambra";"Apo";"123-99-7479";"M";1966-03-12;"Y";"Y"
2938;"Active";"Bulger";"Georgette";"123-99-7479";"M";;"Y";"Y"
2939;"Closed";"Fernanda";"Dicello";"123-99-7479";"M";1981-02-17;"Y";"Y"
2940;"Active";"Strunk";"Carri";"123-99-7479";"M";1948-11-10;"Y";"Y"
2941;"Active";"Kamrath";"Aracely";"123-99-7479";"M";2004-01-01;"Y";"Y"
2942;"Active";"Shiloh";"Wilkowitz";"123-99-7479";"M";1983-08-11;"Y";"Y"
2943;"Active";"Guin";"Leona";"123-99-7479";"F";;"Y";"Y"
2944;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1950-06-30;"Y";"Y"
2945;"Active";"McAtee";"Karyl";"123-99-7479";"M";1973-06-03;"Y";"Y"
2946;"Active";"Chajon";"Jessenia";"123-99-7479";"M";;"Y";"Y"
2947;"Prospect";"Gerardo";"Minnaert";"123-99-7479";"M";1985-07-14;"Y";"Y"
2948;"Active";"Elvia";"Simonton";"123-99-7479";"M";1952-12-13;"Y";"Y"
2949;"Active";"Gust";"Toney";"123-99-7479";"M";1971-03-11;"Y";"Y"
2950;"Prospect";"Souvannakhily";"Hipolito";"123-99-7479";"M";;"Y";"Y"
2951;"Active";"Pilcher";"Arthur";"123-99-7479";"M";2002-08-29;"Y";"Y"
2952;"Active";"Alyssa";"Weissenbach";"123-99-7479";"M";1950-12-05;"Y";"Y"
2953;"Active";"Garry";"Prus";"123-99-7479";"M";1972-10-14;"Y";"Y"
2954;"Active";"Whatley";"Sal";"123-99-7479";"M";1942-07-09;"Y";"Y"
2955;"Active";"Wernick";"Teresa";"123-99-7479";"F";1939-01-27;"Y";"Y"
2956;"Active";"Maciarello";"Margareta";"123-99-7479";"M";1954-07-24;"Y";"Y"
2957;"Active";"Vonda";"Sandberg";"123-99-7479";"M";;"Y";"Y"
2958;"Active";"Contino";"Tammara";"123-99-7479";"M";1993-07-21;"Y";"Y"
2959;"Active";"Brockel";"Samella";"123-99-7479";"M";1986-04-29;"Y";"Y"
2960;"Prospect";"Wilda";"Guiney";"123-99-7479";"M";1954-08-16;"Y";"Y"
2961;"Active";"Fleurantin";"Magda";"123-99-7479";"M";1962-09-25;"Y";"Y"
2962;"Closed";"Ngoc";"Withee";"123-99-7479";"M";;"Y";"Y"
2963;"Active";"Losacco";"Shila";"123-99-7479";"M";2001-12-17;"Y";"Y"
2964;"Active";"Goen";"Aleshia";"123-99-7479";"M";1964-07-19;"Y";"Y"
2965;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";;"Y";"Y"
2966;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1996-06-01;"Y";"Y"
2967;"Closed";"Shalanda";"Agor";"123-99-7479";"M";1963-04-14;"Y";"Y"
2968;"Active";"Samual";"Gatica";"123-99-7479";"M";2004-08-27;"Y";"Y"
2969;"Active";"Wanetta";"Filthaut";"123-99-7479";"M";1960-03-09;"Y";"Y"
2970;"Prospect";"Effie";"Mercer";"123-99-7479";"M";1979-03-17;"Y";"Y"
2971;"Prospect";"Gudgell";"Marylee";"123-99-7479";"M";1952-12-31;"Y";"Y"
2972;"Active";"Drennan";"Veronique";"123-99-7479";"M";;"Y";"Y"
2973;"Prospect";"Shay";"Fron";"123-99-7479";"M";1991-08-22;"Y";"Y"
2974;"Active";"Fencl";"Willie";"123-99-7479";"M";;"Y";"Y"
2975;"Active";"Beath";"Bianca";"123-99-7479";"M";;"Y";"Y"
2976;"Prospect";"Fruman";"Lonny";"123-99-7479";"M";1933-08-26;"Y";"Y"
2977;"Active";"Odelia";"Salam";"123-99-7479";"M";1973-08-01;"Y";"Y"
2978;"Active";"Melani";"Manno";"123-99-7479";"M";1986-05-31;"Y";"Y"
2979;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1939-05-08;"Y";"Y"
2980;"Active";"Aubrey";"Moreida";"123-99-7479";"M";1938-01-06;"Y";"Y"
2981;"Active";"Rich";"Kachmar";"123-99-7479";"M";;"Y";"Y"
2982;"Closed";"Medler";"Eleanore";"123-99-7479";"M";1949-03-25;"Y";"Y"
2983;"Active";"Adrianne";"Graap";"123-99-7479";"M";1945-04-15;"Y";"Y"
2984;"Active";"Genevieve";"Myslinski";"123-99-7479";"M";;"Y";"Y"
2985;"Active";"Dibbles";"Brinda";"123-99-7479";"M";1954-12-18;"Y";"Y"
2986;"Closed";"Jolynn";"Sutyak";"123-99-7479";"M";1970-05-19;"Y";"Y"
2987;"Active";"Neundorfer";"Roberta";"123-99-7479";"F";1973-09-28;"Y";"Y"
2988;"Prospect";"Salvi";"Laureen";"123-99-7479";"M";;"Y";"Y"
2989;"Active";"Churches";"Verda";"123-99-7479";"M";;"Y";"Y"
2990;"Active";"Klepfer";"Rosio";"123-99-7479";"M";1935-09-12;"Y";"Y"
2991;"Active";"Aldrete";"Chad";"123-99-7479";"M";1966-04-04;"Y";"Y"
2992;"Prospect";"Heinlein";"Aracely";"123-99-7479";"M";1936-04-16;"Y";"Y"
2993;"Closed";"Debelak";"Neva";"123-99-7479";"M";1999-01-21;"Y";"Y"
2994;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1941-10-29;"Y";"Y"
2995;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";;"Y";"Y"
2996;"Closed";"Ai";"Szot";"123-99-7479";"M";1976-12-20;"Y";"Y"
2997;"Active";"Josphine";"Lozon";"123-99-7479";"M";1993-03-17;"Y";"Y"
2998;"Active";"Mazzucco";"Khalilah";"123-99-7479";"M";2004-11-29;"Y";"Y"
2999;"Active";"Sedlay";"Pearly";"123-99-7479";"M";1966-08-12;"Y";"Y"
3000;"Prospect";"Renfrew";"Lorrine";"123-99-7479";"M";1935-05-17;"Y";"Y"
3001;"Active";"Skjei";"Shonna";"123-99-7479";"M";1965-01-13;"Y";"Y"
3002;"Active";"Calvin";"Heigh";"123-99-7479";"M";;"Y";"Y"
3003;"Active";"Darlene";"Moisa";"123-99-7479";"F";1977-09-16;"Y";"Y"
3004;"Active";"Syreeta";"Stickley";"123-99-7479";"M";1983-04-08;"Y";"Y"
3005;"Active";"Astrella";"Kirk";"123-99-7479";"M";1984-09-24;"Y";"Y"
3006;"Active";"Mousser";"Tu";"123-99-7479";"M";2005-12-27;"Y";"Y"
3007;"Active";"Anya";"Rials";"123-99-7479";"M";;"Y";"Y"
3008;"Closed";"Kinatyan";"Charlott";"123-99-7479";"M";1999-08-18;"Y";"Y"
3009;"Active";"Schoneman";"Arlinda";"123-99-7479";"M";;"Y";"Y"
3010;"Active";"Mable";"Bohnert";"123-99-7479";"M";;"Y";"Y"
3011;"Active";"Stadelman";"Amos";"123-99-7479";"M";;"Y";"Y"
3012;"Prospect";"Trish";"Hansbrough";"123-99-7479";"M";1987-06-10;"Y";"Y"
3013;"Active";"Alden";"Mihelcic";"123-99-7479";"M";1969-10-18;"Y";"Y"
3014;"Active";"Josefine";"Sholl";"123-99-7479";"M";2006-03-04;"Y";"Y"
3015;"Prospect";"Lei";"Caprice";"123-99-7479";"M";1980-11-13;"Y";"Y"
3016;"Prospect";"Juhl";"Erinn";"123-99-7479";"M";1949-04-10;"Y";"Y"
3017;"Active";"Degrandpre";"Karol";"123-99-7479";"M";1934-05-16;"Y";"Y"
3018;"Active";"Chance";"Killins";"123-99-7479";"M";;"Y";"Y"
3019;"Active";"Kelsey";"Lohan";"123-99-7479";"M";2005-04-24;"Y";"Y"
3020;"Active";"Calderin";"Marshall";"123-99-7479";"M";1993-05-06;"Y";"Y"
3021;"Active";"Heidi";"Imbrogno";"123-99-7479";"F";1943-03-10;"Y";"Y"
3022;"Closed";"Nilsa";"Ghrist";"123-99-7479";"M";1963-04-22;"Y";"Y"
3023;"Active";"Pansullo";"Tawny";"123-99-7479";"M";1977-06-17;"Y";"Y"
3024;"Prospect";"Sima";"Plauche";"123-99-7479";"M";1994-04-29;"Y";"Y"
3025;"Active";"Lee";"Yablonski";"123-99-7479";"M";1997-06-16;"Y";"Y"
3026;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1943-06-08;"Y";"Y"
3027;"Closed";"Elisa";"Sylvestre";"123-99-7479";"M";1999-01-24;"Y";"Y"
3028;"Active";"Softich";"Theron";"123-99-7479";"M";1943-09-06;"Y";"Y"
3029;"Active";"Nunnally";"Kera";"123-99-7479";"M";;"Y";"Y"
3030;"Prospect";"Lucis";"Sylvia";"123-99-7479";"F";1947-06-01;"Y";"Y"
3031;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1938-07-18;"Y";"Y"
3032;"Closed";"Loida";"Puetz";"123-99-7479";"M";1954-03-02;"Y";"Y"
3033;"Active";"Leonardo";"Pezzano";"123-99-7479";"M";1980-10-13;"Y";"Y"
3034;"Active";"Hilleary";"Vennie";"123-99-7479";"M";1952-07-07;"Y";"Y"
3035;"Prospect";"Tawny";"Bichoupan";"123-99-7479";"M";1992-01-30;"Y";"Y"
3036;"Active";"Chachere";"Charlotte";"123-99-7479";"F";1939-10-29;"Y";"Y"
3037;"Active";"Fae";"Sultana";"123-99-7479";"M";;"Y";"Y"
3038;"Active";"Babbs";"Eleonore";"123-99-7479";"M";;"Y";"Y"
3039;"Active";"Rashada";"Ralph";"123-99-7479";"M";2003-02-25;"Y";"Y"
3040;"Closed";"SYSTEM";"MIGRATION";"123-99-7479";"M";;"Y";"Y"
3041;"Active";"Neas";"Tamekia";"123-99-7479";"M";1984-02-22;"Y";"Y"
3042;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1949-07-19;"Y";"Y"
3043;"Active";"Gaston";"Quon";"123-99-7479";"M";2000-08-08;"Y";"Y"
3044;"Active";"Karina";"Sedanos";"123-99-7479";"M";2006-04-09;"Y";"Y"
3045;"Active";"Matthew";"Saluto";"123-99-7479";"M";;"Y";"Y"
3046;"Active";"Jermaine";"Mitter";"123-99-7479";"M";1965-11-21;"Y";"Y"
3047;"Closed";"Polimeni";"Rayna";"123-99-7479";"M";1951-05-18;"Y";"Y"
3048;"Active";"Fust";"Hobert";"123-99-7479";"M";1982-10-16;"Y";"Y"
3049;"Active";"Hook";"Georgiana";"123-99-7479";"M";1997-10-06;"Y";"Y"
3050;"Closed";"Beverley";"Villante";"123-99-7479";"M";1961-07-20;"Y";"Y"
3051;"Active";"Laton";"Loura";"123-99-7479";"M";2002-04-24;"Y";"Y"
3052;"Prospect";"Nicolasa";"Anaya";"123-99-7479";"M";;"Y";"Y"
3053;"Prospect";"Shannan";"Hipp";"123-99-7479";"M";1986-03-24;"Y";"Y"
3054;"Active";"Taybron";"Saul";"123-99-7479";"M";1960-09-10;"Y";"Y"
3055;"Active";"Sofia";"Lanzi";"123-99-7479";"M";1982-02-03;"Y";"Y"
3056;"Active";"Lyle";"Bolinger";"123-99-7479";"M";;"Y";"Y"
3057;"Closed";"Klinich";"Alethea";"123-99-7479";"M";1978-08-02;"Y";"Y"
3058;"Prospect";"Godown";"Wenona";"123-99-7479";"M";;"Y";"Y"
3059;"Prospect";"Barney";"Kirakosyan";"123-99-7479";"M";1997-11-17;"Y";"Y"
3060;"Active";"Cassard";"Tilda";"123-99-7479";"M";1934-02-09;"Y";"Y"
3061;"Active";"Hershel";"Keller";"123-99-7479";"M";1952-02-13;"Y";"Y"
3062;"Active";"Lair";"Monet";"123-99-7479";"M";1945-12-16;"Y";"Y"
3063;"Active";"Strazzullo";"Leeann";"123-99-7479";"M";1986-06-28;"Y";"Y"
3064;"Prospect";"Oscar";"Angello";"123-99-7479";"M";;"Y";"Y"
3065;"Active";"Depedro";"Sharri";"123-99-7479";"M";1940-04-13;"Y";"Y"
3066;"Closed";"Kintz";"Stephany";"123-99-7479";"M";2002-06-03;"Y";"Y"
3067;"Active";"Patolot";"Kena";"123-99-7479";"M";;"Y";"Y"
3068;"Active";"Freehan";"Krystle";"123-99-7479";"M";1979-02-15;"Y";"Y"
3069;"Prospect";"Cockreham";"Fredrick";"123-99-7479";"M";1936-06-17;"Y";"Y"
3070;"Prospect";"Abshier";"Edra";"123-99-7479";"M";1935-01-23;"Y";"Y"
3071;"Active";"Reinders";"Hanna";"123-99-7479";"M";1955-04-15;"Y";"Y"
3072;"Active";"Denten";"Keesha";"123-99-7479";"M";1963-01-07;"Y";"Y"
3073;"Active";"Aide";"Sasser";"123-99-7479";"M";;"Y";"Y"
3074;"Active";"Artale";"Anthony";"123-99-7479";"M";1993-11-06;"Y";"Y"
3075;"Closed";"Bugay";"Cheri";"123-99-7479";"M";1952-03-21;"Y";"Y"
3076;"Active";"Delorse";"Guba";"123-99-7479";"M";1987-08-26;"Y";"Y"
3077;"Active";"Rashid";"Clarita";"123-99-7479";"M";1942-05-02;"Y";"Y"
3078;"Active";"Stallion";"Ian";"123-99-7479";"M";1970-03-19;"Y";"Y"
3079;"Active";"Boney";"Rickey";"123-99-7479";"M";1960-05-24;"Y";"Y"
3080;"Prospect";"Drew";"Lozito";"123-99-7479";"M";1954-12-27;"Y";"Y"
3081;"Active";"Maryrose";"Violett";"123-99-7479";"M";1981-09-14;"Y";"Y"
3082;"Prospect";"Drucilla";"Gierisch";"123-99-7479";"M";1952-02-24;"Y";"Y"
3083;"Prospect";"Burries";"Naoma";"123-99-7479";"M";2002-06-17;"Y";"Y"
3084;"Active";"Luben";"Laurice";"123-99-7479";"M";1941-05-27;"Y";"Y"
3085;"Active";"Beth";"Shima";"123-99-7479";"F";;"Y";"Y"
3086;"Active";"Dortha";"Ferry";"123-99-7479";"M";1983-01-04;"Y";"Y"
3087;"Active";"Illa";"Sauvage";"123-99-7479";"M";1996-07-01;"Y";"Y"
3088;"Prospect";"Hable";"Sherri";"123-99-7479";"F";1992-10-25;"Y";"Y"
3089;"Active";"Colberg";"Terrie";"123-99-7479";"M";1978-05-04;"Y";"Y"
3090;"Active";"Pamela";"Menton";"123-99-7479";"F";1968-05-16;"Y";"Y"
3091;"Active";"Loney";"Harmony";"123-99-7479";"M";;"Y";"Y"
3092;"Active";"Privett";"Estella";"123-99-7479";"M";1953-05-30;"Y";"Y"
3093;"Prospect";"Solina";"Lillian";"123-99-7479";"F";1967-11-26;"Y";"Y"
3094;"Prospect";"Rubi";"Stucke";"123-99-7479";"M";1997-05-10;"Y";"Y"
3095;"Active";"Mona";"Jiang";"123-99-7479";"M";1935-11-09;"Y";"Y"
3096;"Active";"Otelia";"Ferreri";"123-99-7479";"M";;"Y";"Y"
3097;"Active";"Oxman";"Zack";"123-99-7479";"M";1983-09-30;"Y";"Y"
3098;"Active";"Govero";"Aleisha";"123-99-7479";"M";;"Y";"Y"
3099;"Active";"Sammie";"McGoff";"123-99-7479";"M";1954-07-23;"Y";"Y"
3100;"Prospect";"Tapaha";"Fabian";"123-99-7479";"M";1991-03-04;"Y";"Y"
3101;"Active";"Marylynn";"Dison";"123-99-7479";"M";1986-06-23;"Y";"Y"
3102;"Active";"McNew";"Edelmira";"123-99-7479";"M";1991-07-24;"Y";"Y"
3103;"Prospect";"Sook";"Choo";"123-99-7479";"M";1976-05-08;"Y";"Y"
3104;"Active";"Hultz";"Austin";"123-99-7479";"M";1952-03-08;"Y";"Y"
3105;"Active";"Hedwig";"Bowels";"123-99-7479";"M";;"Y";"Y"
3106;"Active";"Caddel";"Malcolm";"123-99-7479";"M";1936-05-22;"Y";"Y"
3107;"Active";"Defoe";"Kristina";"123-99-7479";"F";2001-02-17;"Y";"Y"
3108;"Closed";"Ramonita";"McKray";"123-99-7479";"M";1950-05-07;"Y";"Y"
3109;"Active";"Ami";"Hoist";"123-99-7479";"M";1956-12-07;"Y";"Y"
3110;"Active";"Schechter";"Marvel";"123-99-7479";"M";1973-12-19;"Y";"Y"
3111;"Active";"Kozak";"Libbie";"123-99-7479";"M";;"Y";"Y"
3112;"Active";"Decree";"Lanie";"123-99-7479";"M";1985-11-02;"Y";"Y"
3113;"Active";"Letran";"Dotty";"123-99-7479";"M";1944-06-30;"Y";"Y"
3114;"Prospect";"Shirley";"Hartsook";"123-99-7479";"F";1998-10-02;"Y";"Y"
3115;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1977-06-23;"Y";"Y"
3116;"Active";"Agatha";"Balint";"123-99-7479";"M";1967-01-30;"Y";"Y"
3117;"Active";"Schetrompf";"Marina";"123-99-7479";"M";;"Y";"Y"
3118;"Prospect";"Cherrie";"Loder";"123-99-7479";"M";1997-06-04;"Y";"Y"
3119;"Prospect";"Frisina";"Odell";"123-99-7479";"M";1998-10-11;"Y";"Y"
3120;"Active";"Krawczyk";"Rosaura";"123-99-7479";"M";1976-04-24;"Y";"Y"
3121;"Prospect";"Daniella";"Deserio";"123-99-7479";"M";1945-09-13;"Y";"Y"
3122;"Active";"Councill";"Sherri";"123-99-7479";"F";1937-03-27;"Y";"Y"
3123;"Active";"Rae";"Langolf";"123-99-7479";"M";1934-05-18;"Y";"Y"
3124;"Closed";"Rahn";"Betsey";"123-99-7479";"M";1960-11-23;"Y";"Y"
3125;"Active";"Edison";"Deval";"123-99-7479";"M";1982-11-03;"Y";"Y"
3126;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1947-12-17;"Y";"Y"
3127;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1960-07-21;"Y";"Y"
3128;"Active";"Foos";"Lise";"123-99-7479";"M";1975-03-22;"Y";"Y"
3129;"Prospect";"Magowan";"Bethann";"123-99-7479";"M";1960-10-27;"Y";"Y"
3130;"Active";"Ceola";"Hipsley";"123-99-7479";"M";1940-04-05;"Y";"Y"
3131;"Active";"Pardall";"Nona";"123-99-7479";"M";1984-02-24;"Y";"Y"
3132;"Active";"Sena";"Doseck";"123-99-7479";"M";1998-06-14;"Y";"Y"
3133;"Active";"Normand";"Marshburn";"123-99-7479";"M";1966-11-13;"Y";"Y"
3134;"Active";"Karoline";"Farace";"123-99-7479";"M";1972-02-17;"Y";"Y"
3135;"Active";"Mavis";"Rayam";"123-99-7479";"M";;"Y";"Y"
3136;"Active";"Haynes";"Arden";"123-99-7479";"M";1971-03-26;"Y";"Y"
3137;"Active";"Paprocki";"Kareem";"123-99-7479";"M";1954-07-14;"Y";"Y"
3138;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1987-08-28;"Y";"Y"
3139;"Prospect";"Shutty";"Whitney";"123-99-7479";"M";1959-08-11;"Y";"Y"
3140;"Closed";"Gartrell";"Amie";"123-99-7479";"M";1982-11-24;"Y";"Y"
3141;"Active";"Jillian";"Shollenberger";"123-99-7479";"M";1976-05-28;"Y";"Y"
3142;"Active";"Tanon";"Yuonne";"123-99-7479";"M";2003-02-12;"Y";"Y"
3143;"Active";"Hohenbrink";"Machelle";"123-99-7479";"M";2000-08-17;"Y";"Y"
3144;"Active";"Chae";"Jimbo";"123-99-7479";"M";;"Y";"Y"
3145;"Active";"Mathilda";"Feenstra";"123-99-7479";"M";1957-08-14;"Y";"Y"
3146;"Active";"Killilea";"Gussie";"123-99-7479";"M";1944-09-20;"Y";"Y"
3147;"Active";"Pettigrew";"Marcel";"123-99-7479";"M";;"Y";"Y"
3148;"Prospect";"Jamison";"Dallesandro";"123-99-7479";"M";1933-03-02;"Y";"Y"
3149;"Prospect";"Ronan";"Lenora";"123-99-7479";"M";1996-07-01;"Y";"Y"
3150;"Active";"Eliana";"Lightbourne";"123-99-7479";"M";1965-01-18;"Y";"Y"
3151;"Active";"McDonell";"Rodolfo";"123-99-7479";"M";1953-05-11;"Y";"Y"
3152;"Active";"Dezayas";"Sammy";"123-99-7479";"M";;"Y";"Y"
3153;"Active";"Doloris";"Kemp";"123-99-7479";"M";1977-06-27;"Y";"Y"
3154;"Active";"Rory";"Stanger";"123-99-7479";"M";2006-06-26;"Y";"Y"
3155;"Active";"Stubbolo";"Ardell";"123-99-7479";"M";1949-03-06;"Y";"Y"
3156;"Active";"Tassinari";"Altagracia";"123-99-7479";"M";1994-04-16;"Y";"Y"
3157;"Active";"Gacek";"Alfred";"123-99-7479";"M";;"Y";"Y"
3158;"Prospect";"Freeze";"Dolly";"123-99-7479";"M";1991-08-30;"Y";"Y"
3159;"Active";"Sharmaine";"Amejorado";"123-99-7479";"M";2003-12-27;"Y";"Y"
3160;"Active";"Florencia";"Mulqueen";"123-99-7479";"M";1962-05-21;"Y";"Y"
3161;"Active";"Julissa";"Sfera";"123-99-7479";"M";2004-04-16;"Y";"Y"
3162;"Active";"Legan";"Yvonne";"123-99-7479";"F";1951-07-10;"Y";"Y"
3163;"Active";"Balangatan";"Rigoberto";"123-99-7479";"M";1947-07-23;"Y";"Y"
3164;"Active";"Toolsiram";"Jalisa";"123-99-7479";"M";;"Y";"Y"
